,text_q,text_a,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
521,"If I am a gardener or Work with soil (one of top 10 reasons to get vaccinated) what vaccination is being recommended?
","The vaccine is that especially important for people who work with soil (for example, gardeners) is the tetanus vaccine.  
Most people associate tetanus infection with rusty nails. However, the bacteria that cause tetanus also live in dirt, dust and soil. Infection can occur from a minor scrape, cut or any break in the skin while gardening, working on home renovations, or from an animal bite.  
The tetanus vaccine is recommended for individuals of all ages with booster doses recommended every 10 years. 
You can find a list of all vaccines recommended for adults in BC here. 
For more information about tetanus and tetanus vaccines, visit our tetanus page. 
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,"I got tested for hep a, b & c , I was positive for hep A and had no immunity to hepB and don't have hep C , so if I get twinrex will the hep A be gone from my body .
","The Hep A vaccine works to prevent infection with the virus, not cure Hep A once you already have it. If you have Hepatitis A (Hep A) virus in your body, do not get the Hep A or Twinrix® vaccines. To find out if the Hepatitis B vaccine series is recommended for you, contact your local health unit or speak with your health care provider. You can learn more about Hep A here .
Immunization Nurse
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Hello, I have a few adult patients requesting the measles vaccine with no record of immunization. Can I order some MMR for pick up from the Health Unit? Thank you kindly,
","ImmunizeBC is for members of the public, not health care professionals. Please contact the health unit in your area directly.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"Why aren't all vaccines free in B.C?
","In B.C., decisions to fund vaccine programs are made by the Ministry of Health based on recommendations from the Communicable Disease Policy Advisory Committee. This expert scientific committee looks at statements issued by Canada's National Advisory Committee on Immunization, the published literature, product monograph, as well as provincial epidemiology (how often the disease occurs in different groups of people in the province) and available health economic analyses. It also considers issues related to feasibility of implementation, resource requirements, and other related considerations. Recommendations for new vaccine programs or expansions are considered by the Ministry of Health against other new health initiatives.
The routine vaccines provided free for you and your child will provide protection against potentially serious diseases than can be effectively and safely prevented by vaccination. 
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"can my one year old baby get measles from the vaccine ?
","The Measles, Mumps, Rubella (MMR) vaccine cannot cause measles disease in people with healthy immune systems. The MMR vaccine is a live vaccine and contains a weakened form of the viruses that it protects against. A mild fever, a rash that looks like measles and swelling of glands in the cheeks or neck can occur about 7 to 12 days after getting the vaccine. Six to 23 days after immunization with MMR vaccine, approximately 5% of immunized children experience malaise and fever (with or without rash) lasting up to 3 days. This is more common with the first dose of MMR vaccine than the second dose.
Contact your local health unit to ask further questions about the MMR vaccine. Use the health unit finder. Registered nurses at HealthLink BC can help with non-emergency health concerns or questions by calling 8-1-1 anytime.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526,"How long after receiving the third dose of the HPV vaccine is a person protected? Are they still at risk of contracting HPV for the days or weeks that follow?
","In Canada, the HPV vaccines (HPV2, HPV9) protect against 2 types of HPV that cause about 70% of cases of cervical cancer and 80% of cases of anal cancer. The HPV9 vaccine protects against 5 additional types of HPV that cause 15% to 20% of cervical cancers and 11% of anal cancers in women and 4% in men. The HPV9 vaccine also protects against 2 types of HPV that cause about 90% of cases of genital warts.
More than 99% of vaccine recipients develop an antibody response to vaccine HPV types after completing a 3-dose series. The body usually starts to develop an immune response within 2 weeks after immunization with most vaccines and then the second and third doses of the vaccine boost that immune response.
If you are concerned about recent exposure to HPV or other sexually transmitted infections, please go to Smart Sex Resource for more information.
Immunization Nurse
 
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,"My doctor told me I probably didn't need the 3rd dose of Twinrix (1 & 2 in 2010) because he read a new directive that stated there was no proof of it's effectiveness. True? Thanks
","As per the current BCCDC immunization guidelines, three doses of the Twinrix vaccine are recommended.  Booster doses are not currently recommended for people who have received all three doses as per the standard schedule. 
- Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"Does my 13 year old son need a prescription to receive the HPV vaccine at my pharmacy? He did not receive the vaccine in grade 6.
","In BC, the HPV vaccine is publicly funded (free) for some boys and young men depending on their age and other factors. Learn more here. Anyone who is not eligible for a free HPV vaccine can purchase and receive it at most pharmacies and travel clinics without a prescription. Services vary across BC.
Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
529,"How fast will my baby absorb the immunization or how fast will it take effect? Can I start taking her out in public more often right after her 2month immunization?
","It takes about 2 weeks after getting immunized to start to develop protection against vaccine-preventable diseases. However, multiple doses of vaccines are needed to develop full protection. If you have concerns about your baby's health and taking her out in public, please speak with your doctor or a nurse at your local health unit. 
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,"My child missed pentavalent - 2 n now has come for pentavalent-3 (3 and half months) what shall I do now
","We are sorry, but we are not sure what you are asking. Please contact your local health unit and ask to speak with a public health nurse. A public health nurse can answer your question. You can also book an appointment for your child's immunizations at your local health unit. You can find the contact information for your local health unit here.
Immunization Nurse. 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"Does receiving chemotherapy possibly effect my immunity to any previous immunizations?
","Chemotherapy treatment does not eliminate a person's immune memory. However, chemotherapy can affect a person's immune system, making them more at risk for a number of vaccine-preventable diseases.  For this reason, it is important that you check with your primary health care provider or a public health nurse to ensure you have received all of the vaccines that are recommended for you based on the type of cancer you have been diagnosed with and the treatment you are receiving.  It is also important that all household contacts and close contacts of people receiving chemotherapy are up-to-date with their routine immunizations. 
You can use our Public Health Unit Finder to find the contact information for a public health unit near you.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532,"Should a person receive a second measles vaccination while on Otezla?
","Otezla® (apremilast) is a medication to treat plaque psoriasis or psoriatic arthritis. Medications that lower the immune system interfere with the body's response to live vaccines, such as the measles, mumps, rubella (MMR) vaccine.  In BC,  the primary care physician, medical specialist or nurse practitioner most familiar with your current medical status must complete a referral form giving permission to get a live vaccine.
Please speak with your health care provider or a nurse at a local health unit for more information. Use the health unit finder.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
533,"where can I get another yellow vaccination book?
","We assume you are referring to the BC Child Health Passport. Unfortunately, the Ministry of Health only prints one Child Health Passport per baby born each year and there is no extra stock. You may want to download and print the passport here.  
You can also request an immunization record card from your local health unit or download one here. 
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,"How do I go about getting a Hep A/B vaccine?
","Depending on age, health status, lifestyle or work risk factors, some people are eligible for the hepatitis A or B vaccines as part of the publicly funded (free) BC immunization schedule. Read more about eligibility for the hepatitis A vaccine here and the hepatitis B vaccine here. Publicly funded vaccines are available at health units. Find a local health unit here.
People not eligible for hepatitis A and B vaccines through the routine BC immunization schedule, can purchase and receive these vaccines at travel health clinics and most pharmacies. Services vary across BC.
Immunization Nurse
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
